"ql_id","timestamp","status","title"
"ql-20260807-005-b4c4","2026-08-07 10:17:18","已完成","P1①：decisions 决策追踪矩阵 prompt 诚实降级（CLI 只查 ID 字面，矩阵结构供人眼追溯）"
"ql-20260807-006-b919","2026-08-07 10:23:23","已完成","P1②：_module-map.yaml 两份分叉 parseModuleMapSimple 合并 + schema_version 校验"
"ql-20260807-007-6281","2026-08-07 11:20:57","已完成","修复 sss.md A组 6 处 prompt/源码一致性缺陷"
"ql-20260807-008-a80f","2026-08-07 13:25:29","已完成（经直接 git commit，非 quick --done——quick 审计 shared.js:516 对文件删除恒 blocked 无 flag 解锁，A6 必删 propose.js/propose.md 故走 quick 不通）","移除 propose 阶段死代码（A6，quick 审计禁删除故直接 commit）"
"ql-20260807-009-edf9","2026-08-07 16:47:12","已完成","清除 sillyspec-execute SKILL.md 里指向维护者内部文档/决策编号/源码符号的黑话"
"ql-20260807-010-9897","2026-08-07 16:53:16","已完成","修 worktree-apply gate 两 bug：baseline 死锁改判当前 dirty + 模块文档清单 keepSillyspecDocs"
"ql-20260807-011-d831","2026-08-07 19:20:30","已完成","plan TaskCard 规则抽模板 include + 自检清单诚实化（sss.md B4+B5）"
"ql-20260807-012-2b86","2026-08-07 20:18:05","已完成","modules rebuild dry-run 保护 + git add 精确 pathspec（multi-agent 2 坑）"
"ql-20260808-001-fd63","2026-08-08 08:13:03","已完成","multi-agent-review P2 批安全子集：P4 铁律正向化 + L14/L15 execute SKILL 清理 + B3 评估登记"
"ql-20260808-002-a2ff","2026-08-08 08:15:58","已完成","修审查 P1 批 #8(P3) 对外 SKILL 泄露内部占位符 + #9(P2) auto SKILL 门控描述与实际机制不符"
"ql-20260808-003-76e0","2026-08-08 11:23:45","已完成","review P1 收尾 #8(P3) execute SKILL 删剩 2 处占位符 + #13(Q7) quick --done 不带 --change 时…"
"ql-20260808-004-d72d","2026-08-08 12:31:00","已完成","review P1 收尾 #14(B2) brainstorm-auto AC checklist 补业务维度 + #10(Q6) quick 末步 --don…"
"ql-20260808-005-b3ff","2026-08-08 17:26:00","已完成","四维审查 3 处低风险缺陷：CLAUDE.md 幽灵命令 resume + worktree-guard Win 分隔符绕过 + migrate EISDIR"
"ql-20260808-006-43c6","2026-08-08 17:42:47","已完成","登记四维审查待决策项到 review-2026-08-08.md（P0 DB 并发写 + _write 重 + F2 status 语义 + F3 exit 127）"
"ql-20260808-007-1930","2026-08-08 18:13:46","已完成","P0 DB 并发写兜底：db.js _atomicWriteSync tmp 名加 process.pid（对齐 fs-atomic.js，仅防 tmp 碰撞非治本）"
"ql-20260808-008-6db2","2026-08-08 18:28:24","已完成","B 组 P1-1 启动税优化：getVersion 抽 version.js + cmdInit/detectLocalYaml 动态 import（--version 140→91ms）"
"ql-20260809-001-4846","2026-08-09 06:34:03","已完成","progress.js alignExecuteToPlan 去 async 残留同步化（修 doctor align r.ok 逻辑 bug）+ 清 src/ 5 处 gate-status 注释"
"ql-20260809-002-38ea","2026-08-09 06:54:54","已完成","本地版本号 3.25.9→3.25.10 区分 link 开发版（sillyspec --version 辨识本地 vs 发布）"
"ql-20260809-003-c88a","2026-08-09 08:03:29","已完成","修复审查 #5 command.js next-action 读路径与 #6 progress.js allStages 常量化两处 bug"
"ql-20260809-004-cf65","2026-08-09 08:12:58","已完成","补 #9 assertSafeChangeName 路径穿越守卫对抗性测试 + #8 禁 console.assert lint 规则"
"ql-20260809-005-491b","2026-08-09 14:11:29","已完成","brainstorm 规范文件模板内联 frontmatter（治 agent 照抄 H1 漏写 author/created_at）"
"ql-20260810-001-fba5","2026-08-10 08:35:43","已完成","修 review-2026-08-09 #7"
"ql-20260810-002-7b3a","2026-08-10 08:56:44","已完成","verify baseline checkpoint diff base 用 baselineCommit（治误测无关模块阻断归档）"
"ql-20260810-003-866c","2026-08-10 15:46:18","已完成","execute run marker 漂移致 enforceReviewJsonGate 误报——正确修法（无视 marker 扫含 tasks/ 真实 run）"
"ql-20260810-004-444d","2026-08-10 16:59:54","已完成","归档时清理 execute/stage-review runId marker（治 .runtime 无限累积）"
"ql-20260810-005-8023","2026-08-10 23:20:45","已完成","quick --done 后 QUICKLOG 文件行是单行无括注、skill 把模块文档同步与 QUICKLOG 精修分置 --done 前后易记混"
"ql-20260811-001-c7e6","2026-08-11 13:14:19","已完成","让 npm test 全绿"
"ql-20260811-002-b167","2026-08-11 13:42:07","已完成","外部项目的 agent 无从得知 .sillyspec/local.yaml 有哪些键、哪些真生效——补一条配置键速查命令 + init 脱敏示例文件"
"ql-20260811-003-b023","2026-08-11 14:01:24","已完成","platform connect/disconnect 写 local.yaml 时丢注释/其他段/数组/深嵌套（用户几个月踩坑经验被一次 connect 清空…"
"ql-20260811-004-68a8","2026-08-11 14:18:06","已完成","收尾 local.yaml 配置发现——修 detect 模板错误注释 module_paths + 判定 4 组 declared 键去留"
"ql-20260811-005-7d2a","2026-08-11 14:47:53","已完成","quick 删除文件被 BLOCKED 时 CLI 不再甩无效 flag、改指引走 execute"
"ql-20260811-006-a73f","2026-08-11 15:11:12","已完成","补 _module-map.yaml schema_version advisory warn 的升级出路"
"ql-20260811-007-8435","2026-08-11 15:48:12","已完成","plan 复盘两修——门控时机前置提示与 run-id 路径防拼错"
"ql-20260811-008-58e2","2026-08-11 17:10:06","已完成","npm 打包全量扫描时发现平台模式调试残留 .sillyspec-platform.json（含本地绝对路径 specRoot 指针）被打进 npm 包"
"ql-20260812-001-88f8","2026-08-12 08:43:38","已完成","execute.js task review 示例模板硬编码 schemaVersion:1 与 CLI REVIEW_SCHEMA_VERSION 常量脱钩"
"ql-20260812-002-de66","2026-08-12 09:02:11","已完成","Stage Review Gate 缺 review.json 报错文案没指向已落地的 register-stage-review 命令"
"ql-20260812-003-2ef9","2026-08-12 10:33:33","已完成","brainstorm step7 自检清单缺 frontmatter+自审预检致审查后补 docHash 漂移复审多轮"
"ql-20260812-004-dfd3","2026-08-12 14:22:22","已完成","checkApproval fail-open 粒度过粗把请求失败误报审批中pending"
"ql-20260812-005-51cc","2026-08-12 14:49:41","已完成","db-concurrency 并发测试偶发 exit1（8进程x100次x2轮期望800）——用户选方案B修 db.js 而非测试"
"ql-20260812-006-d70c","2026-08-12 15:14:18","已完成","execute TDD 引导补测试用例设计"
"ql-20260812-007-14af","2026-08-12 15:16:16","已完成","把『不带 sessionId 误启动新 session』『查进行中 session 必须先 --change』『--output 四字段嵌套冒号』三个操作摩擦点…"
"ql-20260812-008-4f01","2026-08-12 15:34:57","已完成","给未安装 sillyspec 的全新项目做一个引导接入 skill——引导安装 CLI + 让后续 agent 识别工具价值、愿意用"
"ql-20260812-009-dcb9","2026-08-12 15:55:38","已完成","verify 探针3补断言有效性抽查，与 execute 测试用例设计闭环"
"ql-20260812-010-a950","2026-08-12 16:06:32","已完成","quick 档位补测试用例设计引导，execute/verify/quick 三档闭环"
"ql-20260812-011-38aa","2026-08-12 16:55:25","已完成","npm 包瘦身：dashboard 排除开发期文件保留运行时（dist+server）"
"ql-20260813-001-e83f","2026-08-13 08:52:45","已完成","改进 quick 三处体验反馈"
"ql-20260813-002-f83b","2026-08-13 09:35:06","已完成","完整流程 change 创建时 db 存 title(与 name 同时写)"
"ql-20260813-003-37c5","2026-08-13 10:25:19","已完成","stage review marker 格式 agent 猜错(应为 review- 前缀)"
"ql-20260813-004-1d03","2026-08-13 10:50:01","已完成","处理 sillyspec 工具反馈负面(#1-6)"
"ql-20260813-005-fa32","2026-08-13 11:17:44","已完成","#4 根治 L1(scan 产 v2 version 一致"
"ql-20260813-006-9f1e","2026-08-13 13:34:51","已完成","修复 scale/plan_level 缝隙"
"ql-20260813-007-b923","2026-08-13 14:04:48","已完成","quick --files 空格分隔多文件时 CLI 只取首个"
"ql-20260813-008-8fd5","2026-08-13 14:53:42","已完成","execute review.json 提示路径与校验分裂"
"ql-20260813-009-2ab8","2026-08-13 16:32:41","已完成","①execute 批量完成路径 cleanup 删分支 ref 盲区（worktree 目录被提前删时 hasUnappliesChanges 判 false …"
"ql-20260814-001-4be0","2026-08-14 12:18:59","已完成","把 SillySpec 用企业4A框架映射成架构总纲文档"
"ql-20260814-002-ff45","2026-08-14 12:28:06","已完成","修 docs/sillyspec 三处文档漂移"
"ql-20260814-003-2ba8","2026-08-14 13:23:58","已完成","订正 .bak 写时机的迁移遗留描述"
"ql-20260814-004-db89","2026-08-14 13:38:26","已完成","闭合 architecture-4a.md §8 自洽"
"ql-20260814-005-9fdd","2026-08-14 13:49:49","已完成","completeStep --done 路径不识别 noAI 步骤"
"ql-20260814-006-9a30","2026-08-14 14:21:36","已完成","tier 判定不透明——agent 在 plan step1 判 plan_level=light 并按 prompt 自审通过"
"ql-20260814-007-b94b","2026-08-14 15:33:34","已完成","①status 输出区分『当前操作目标 change』与『已存在活跃 change 列表』+ 标注空壳 default"
"ql-20260814-008-fd62","2026-08-14 16:05:48","已完成","修正 src/sync.js 两处与实现不符的漂移注释"
"ql-20260814-009-1887","2026-08-14 21:26:37","已完成","三维度安全审查后修复 P1 高危项（两 CVE + shell 注入面 + marker 注入链 + 入口消毒）"
"ql-20260814-010-5741","2026-08-14 21:34:50","已完成","把文档行号引用一致性变成 npm test 硬门——platform-interface-map.md 的 file:line 漂移自动红灯"
"ql-20260814-011-4ffb","2026-08-14 21:55:20","已完成","安全审查 P2 遗留 6 项登记债单 + P1 修复显式 pathspec 提交（27d5f59）"
"ql-20260814-012-109e","2026-08-14 22:01:05","已完成","债单 P2 第一批：URL encode/YAML 引号/note 单行化/SKILL 路径/https warn/dashboard 拒凭据/setup 锁版本"
"ql-20260814-013-ef64","2026-08-14 23:06:52","已完成","修复 platform resolve 参数解析 bug"
"ql-20260814-014-1d5f","2026-08-14 23:35:00","已完成","登记两份 SillyHub API 文档产出并入库"
"ql-20260815-001-046c","2026-08-15 13:19:24","已完成","处理三条负面反馈：①Wave 2b 标题解析报错不提示根因 ②worktree apply diff 规模 2000 行阈值误伤正常 change ③gen:t…"
"ql-20260815-002-d025","2026-08-15 13:56:15","已完成","resolveSpecDir 加 home 拒绝守卫，根治 ~/.sillyspec 平行进度库污染"
"ql-20260815-003-5a03","2026-08-15 13:56:33","已废弃","（废弃：--help 误开的空壳会话，无实际改动）"
"ql-20260815-004-64fc","2026-08-15 14:23:58","已完成","平台操作 init 时直接生成平台指针文件"
"ql-20260815-005-c1b1","2026-08-15 14:41:42","已完成","修 `run quick --help` 误开会话写 QUICKLOG（--help 静默吞）"
"ql-20260815-006-a51d","2026-08-15 14:54:56","已完成","D-2 修复 plan 覆盖对账跳过模块文档路径"
"ql-20260815-007-9ced","2026-08-15 15:03:27","进行中","(quick 任务)"
"ql-20260815-008-1fe8","2026-08-15 15:16:14","已完成","D-2b 修复尾部任务漏卡零失败信号"
"ql-20260815-009-b2de","2026-08-15 15:19:43","已完成","D-5 修复 module-impact pending 死信箱"
"ql-20260815-010-7466","2026-08-15 15:24:16","已完成","D-4 窄口径修复 sync-module-docs 假申报无校验"
"ql-20260815-011-66ac","2026-08-15 15:27:43","已完成","D-1 修复 verify 阶段文档滞后零信号"
"ql-20260815-012-f521","2026-08-15 15:34:45","已完成","D-8 quick 通道文档欠账显性化"
"ql-20260815-013-623a","2026-08-15 20:30:12","已完成","D-7 方案 A scan 漂移检测落地"
"ql-20260815-014-3f34","2026-08-15 20:42:40","已完成","补 .sillyspec-platform-managed 声明文件的 gitignore 规则"
"ql-20260815-015-d4af","2026-08-15 21:01:43","已完成","复核 D-1~D-8 处置真实性时发现 sillyspec docs check 无 local.yaml 裸跑必崩（null.flatMap TypeErro…"
"ql-20260815-016-dc33","2026-08-15 21:37:55","已完成","docs check 首扫 110/416 处引用失效且只涨不跌——修活文档欠账并让检测接入 quick --done 形成闭环"
"ql-20260815-017-8497","2026-08-15 22:23:52","已完成","docs check 失效报告只有报错没有定位"
"ql-20260815-018-c9fc","2026-08-15 22:26:59","已完成","整合评估设计稿"
"ql-20260815-019-fe6d","2026-08-15 22:36:28","已完成","复核 docs-debt-inject 落地质量时发现归属二级匹配失配——卡片裸文件名引用普遍存在时 [docs-debt] 事实沉默漏报"
"ql-20260815-020-9870","2026-08-15 23:31:21","已完成","文档一致性债第七节裁决落地 docs gate——唯一实测回本的机制做成完整产品（用户裁决直接做完整的"
"ql-20260815-021-9886","2026-08-15 23:56:09","已完成","解决 multi-agent-platform 登记的坑6（plan-postcheck 隐性格式契约）与坑7（跨仓 repo 声明只扫 plan.md）"
"ql-20260816-001-8a1d","2026-08-16 00:33:17","已完成","移除 wait 单选校验门（enforceWaitChoice）"
"ql-20260816-002-1506","2026-08-16 06:57:49","已完成","修 2026-08-16 复盘增补 neg-②——worktree 自建 .venv 缺 pytest 等 dev 工具时，回归子代理被迫回退主仓 venv 跑测试，环境不一致掩真 bug"
"ql-20260816-003-8a14","2026-08-16 07:20:00","已完成","quick 的 --change 传不存在变更名当关联变更被静默接受"
"ql-20260816-004-9afb","2026-08-16 11:31:24","已完成","清偿 30 处失效 file:line 引用（.sillyspec/docs 纳入 docs-check 范围）+ 接线 docs gate CLI 分支"
"ql-20260816-005-3d7f","2026-08-16 13:12:02","已完成","execute「加载上下文」步符号影响面产出核验：报告落盘 symbol-impact.md + CLI 结构硬门（plan 每 task 覆盖）"
"ql-20260816-006-1a06","2026-08-16 13:58:19","已完成","docs-check 缺省扫描范围纳入 .sillyspec/docs/**/*.md"
"ql-20260816-007-0558","2026-08-16 14:43:04","已完成","修复 quick --done 把他人删除的 .md 算成本会话假失效（troubleshooting #9）"
"ql-20260816-008-c809","2026-08-16 15:09:03","已完成","批次①一行修复组（self-audit A1/C12/D21d/C14）四项落库"
"ql-20260816-009-fb44","2026-08-16 15:45:23","已完成","scan-staleness 用 behind commit 数当文档过期/失真判据"
"ql-20260816-010-50bf","2026-08-16 17:03:37","已完成","批次③ Windows 组两个 P0 功能损坏修复（self-audit A2/A3）"
"ql-20260816-011-a79a","2026-08-16 18:25:09","已完成","D 组 plan 系 5 项 prompt 债修复（self-audit D15/D19/D21b/D21c/D21）"
"ql-20260816-012-a975","2026-08-16 18:43:19","已完成","D 组 verify 系 3 项 prompt 债修复（self-audit D16/D17/D21）"
"ql-20260816-013-00e8","2026-08-16 18:51:19","已完成","D 组 scan/execute/brainstorm 系 3 项 prompt 债修复（self-audit D18/D21）"
"ql-20260816-014-4a60","2026-08-16 19:51:04","已完成","D20 execute 指令强度通胀收敛（self-audit prompt#6）"
"ql-20260816-015-92f9","2026-08-16 21:01:14","已完成","A4 gate/derive specBase 平台模式机器门控不可用（self-audit"
"ql-20260816-016-db7f","2026-08-16 21:20:45","已完成","B10 docs/progress 未知子命令 usage 后 exit 0 修复（未纳入批次项 CLI#4）"
"ql-20260816-017-b1ca","2026-08-16 21:31:04","已完成","B9 docs gate 未知 flag 静默吞 + --paths 未接线（未纳入批次项 CLI#2）"
"ql-20260816-018-4eae","2026-08-16 21:44:58","已完成","B11 safeGit 未设 stdio 子进程 stderr 裸刷终端（未纳入批次项驾驭#6）"
"ql-20260816-019-a3bb","2026-08-16 21:51:04","已完成","B11b docs 家族顶层 glob 边界（未纳入批次项 CLI#3）"
"ql-20260816-020-12e1","2026-08-16 22:07:41","已完成","C14b scan 中途劫持下一步建议（未纳入批次项上手#7）"
"ql-20260816-021-120d","2026-08-16 22:18:56","已完成","C14c init 引导不区分绿地/棕地（未纳入批次项上手#8）"
"ql-20260816-022-be87","2026-08-16 22:29:22","已完成","C13 README 快速上手多处漂移（未纳入批次项上手#5）"
"ql-20260816-023-eb4d","2026-08-16 22:42:28","已完成","C13b SKILL 通用参数表与 run 行为不符（未纳入批次项驾驭#7）"
"ql-20260816-024-97fb","2026-08-16 22:45:42","已完成","E22d templates/skills/sillyspec-onboard 孤儿模板删除（未纳入批次项性能#6）"
"ql-20260816-025-9111","2026-08-16 22:52:01","已完成","E22c quicklog 三操作 O(全历史) 扫描有界化（未纳入批次项性能#5）"
"ql-20260816-026-7859","2026-08-16 23:03:04","已完成","E22 顶层静态 import 闭包 45 模块最轻命令白付 ~78ms（未纳入批次项性能#2）"
"ql-20260816-027-8083","2026-08-16 23:48:50","已完成","22e-b lint 名不副实（未纳入批次项性能#7）"
"ql-20260817-001-83fe","2026-08-17 01:17:49","已完成","清理 22e-b lint 扫出的死导出并收紧为 hard fail"
"ql-20260817-002-7378","2026-08-17 08:14:56","已完成","docs check baseline 清零——debt 文档 4 处行号引用随并行会话源码演进同步"
"ql-20260817-003-802e","2026-08-17 08:45:31","已完成","execute acceptance 审查范围分级——task review 双 pass 的 task 抽查免全量重审（tier=independent QA 成本）"
"ql-20260817-004-1ca6","2026-08-17 14:36:07","已完成","plan 阶段 TaskCard 生成改为 batch 模式"
