"ql_id","timestamp","status","title"
"ql-20260618-002-7b1c","2026-06-18 13:10:00","已完成","git-identities alwaysVisible 致测试管理账号可见，与用户预期冲突"
"ql-20260618-003-c1d4","2026-06-18 13:20:00","已完成","picker 中 workspace:read 跨 7 menu 兜底重复，用户期望每个菜单有独立查看权限"
"ql-20260618-008-9096","2026-06-18 15:01:18","已完成","角色详情 drawer 同用户多工作区折叠 + 状态列改名账号类型"
"ql-20260618-007-9c72","2026-06-18 14:29:10","已完成","AuthUserLoginDisabled 错误信息改中文"
"ql-20260618-006-b11a","2026-06-18 14:24:01","已完成","login 默认密码 admin12345 错误，应为 admin123"
"ql-20260618-005-dd9e","2026-06-18 14:05:17","已完成","git-identities 仍用 platform:admin + pickerHidden 致 123@163.com 可见/picker 缺失"
"ql-20260622-002-21c3","2026-06-22 09:04:28","已完成","修复 admin 三页双重 AppShell 嵌套"
"ql-20260622-001-0f84","2026-06-22 08:49:14","已完成","系统管理三个页面去掉冗余头部导航信息栏"
"ql-20260618-004-9e2a","2026-06-18 13:50:00","已完成","Daemon 运行时/设置/API Keys 共用 platform:admin 致 picker 重复，需各自独立"
"ql-20260622-003-cdf8","2026-06-22 09:42:00","已完成","参考 img.png 重构 /ppm/project-plans 页面结构（左树+右表+顶部合并）"
"ql-20260622-004-e80a","2026-06-22 09:56:32","已完成","/ppm/project-plans 查询条件换行加间距 + 按钮移到顶部"
"ql-20260622-005-2a58","2026-06-22 10:04:36","已完成","/ppm/project-plans 查询条件宽度统一对齐"
"ql-20260622-006-fa76","2026-06-22 10:12:31","已完成","修复时间查询条件标题/选择框双行换行"
"ql-20260622-007-9ab3","2026-06-22 10:20:43","已完成","查询条件改垂直布局彻底解决时间项换行"
"ql-20260622-008-de04","2026-06-22 10:27:09","已完成","查询条件一行最多 4 个"
"ql-20260622-009-3ebf","2026-06-22 10:33:41","已完成","修复 grid 一行一个 + 收起时显示前 4 个"
"ql-20260622-010-4d84","2026-06-22 10:54:54","已完成","缩窄操作列宽度消除右侧空白"
"ql-20260622-011-0449","2026-06-22 11:06:45","已完成","操作列按钮统一切换为实心彩色样式"
"ql-20260622-012-b29d","2026-06-22 11:19:33","已完成","项目计划表格添加边框线"
"ql-20260622-013-a204","2026-06-22 11:30:00","已完成","项目计划表格添加分页+合计总结栏固定"
"ql-20260622-014-c8f3","2026-06-22 11:56:00","已完成","项目计划分页与查询接口联动（服务端分页）"
"ql-20260622-015-7e2a","2026-06-22 13:04:00","已完成","项目计划默认 20 条/页 + 左侧项目经理树默认展开"
"ql-20260622-016-3b9d","2026-06-22 13:14:00","已完成","project-plans 查询过滤生效 + RangePicker 选中即查"
"ql-20260622-017-4a1f","2026-06-22 13:34:00","已完成","项目计划表格高度自适应"
"ql-20260622-018-9d2c","2026-06-22 13:42:00","已完成","项目计划表格高度按视窗自适应 + summary 吸底"
"ql-20260622-019-5b6c","2026-06-22 13:46:00","已完成","项目计划表格高度 100vh-300→100vh-430"
"ql-20260622-020-8c1a","2026-06-22 13:50:00","已完成","修复 project-plan/export-excel 422 (路由顺序)"
"ql-20260622-021-2e7d","2026-06-22 13:58:00","已完成","project-plan 导出文件名改 中文名+时间戳"
"ql-20260622-022-6a1f","2026-06-22 14:07:00","已完成","前端取后端 Content-Disposition 文件名下载"
"ql-20260622-023-3e8a","2026-06-22 14:29:27","已完成","项目计划详情抽屉状态字段改中文"
"ql-20260622-024-7b2c","2026-06-22 14:42:30","已完成","projects 等 PpmResourceTable 三页样式对齐 project-plans"
"ql-20260622-025-9d4f","2026-06-22 14:53:40","已完成","PpmResourceTable 三页 PageContainer 改 size=full 占满宽度"
"ql-20260622-026-4e2a","2026-06-22 15:00:43","已完成","PpmResourceTable 重置按钮不清 antd Form 内部状态"
"ql-20260622-027-1c3d","2026-06-22 15:09:30","已完成","projects 导出文件名 + Input 不要 debounce 自动查"
"ql-20260622-028-5f1c","2026-06-22 15:19:59","已完成","problem-list 样式对齐 project-plans"
"ql-20260622-029-a1b7","2026-06-22 15:30:55","已完成","problem-list 关键字输入不要自动查询"
"ql-20260622-030-7e2a","2026-06-22 15:39:47","已完成","problem-list 查询走接口 + 操作列宽度收窄"
"ql-20260622-031-b3f9","2026-06-22 16:04:04","已完成","ppm 导出 401 token 过期不刷新"
"ql-20260622-033-d5e8","2026-06-22 18:55:00","已完成","problem-list/export-excel 路由顺序修复"
"ql-20260622-034-c3a7","2026-06-22 19:30:00","已完成","problem-list 按钮/导出文件名对齐 project-plans"
"ql-20260622-035-a1e9","2026-06-22 20:23:47","已完成","problem-changes 整体对齐 project-plans 布局"
"ql-20260622-036-b8f2","2026-06-22 21:17:44","已完成","problem-changes 操作列自适应不留白"
"ql-20260622-037-d4c1","2026-06-22 22:05:00","已完成","problem-changes 查询走接口(服务端过滤+分页)"
"ql-20260623-001-e7a2","2026-06-23 08:30:00","已完成","搜索按钮条件没变时点击也要触发查询"
"ql-20260623-002-f3b8","2026-06-23 09:30:00","已完成","task-plans 对齐 project-plans + 服务端过滤 + 导出文件名时间戳"
"ql-20260623-003-a9c4","2026-06-23 09:50:00","已完成","task-plans 视图切换(全部/我的任务)从顶部移到查询条件(配合人员后)"
"ql-20260623-004-b7d2","2026-06-23 09:55:00","已完成","task-plans 负责人下拉选样式修正(去掉 inputCls 外层框中框)"
"ql-20260623-005-c3e1","2026-06-23 10:05:00","已完成","task-plans 月份/项目/视图 查询条件改 antd 统一风格"
"ql-20260623-006-d4a9","2026-06-23 10:15:00","已完成","task-plans 查询条件变化不自动查询(只点搜索/回车触发)"
"ql-20260623-007-e5f1","2026-06-23 10:25:00","已完成","task-plans 操作列自适应宽度+按钮样式对齐 project-plans + 查询条件加展开收起"
"ql-20260623-008-f2c3","2026-06-23 10:40:00","已完成","task-plans 操作列真正收紧(具体 width 替换 max-content)"
"ql-20260623-009-a8b4","2026-06-23 11:05:00","已完成","task-plans 操作按钮颜色区分(执行蓝实/编辑描边/删除红实)"
"ql-20260623-010-b6e2","2026-06-23 11:15:00","已完成","work-hours 页对齐 project-plans 风格"
"ql-20260623-011-c3d1","2026-06-23 11:51:00","已完成","选择型查询条件选中即触发查询(Select/PpmUserSelect)"
"ql-20260623-012-d4e8","2026-06-23 13:30:00","已完成","problem-list 加展开收起 + ppm 列表页删除搜索条件区""共 X 条""浮动文本"
"ql-20260623-013-e5f2","2026-06-23 13:40:00","已完成","前端 page_size>200 调用全部夹到 200(后端 le=200)"
"ql-20260623-014-f6a9","2026-06-23 13:50:00","已完成","work-hours 导出文件名对齐 task-plan 模式(中文+时间戳)"
"ql-20260623-015-a7c3","2026-06-23 14:10:00","已完成","/ppm/project-members 对齐 project-plans 风格"
"ql-20260623-016-b8d4","2026-06-23 14:25:00","已完成","/ppm/plan-nodes 对齐 project-plans 风格"
"ql-20260623-017-c9e5","2026-06-23 14:40:00","已完成","/ppm/milestone-details 对齐 project-plans 风格"
"ql-20260623-018-d2f7","2026-06-23 14:50:00","已完成","milestone-details 子表(模块中间层 + 明细三级)加 bordered"
"ql-20260623-019-3a8c","2026-06-23 15:19:21","已完成","milestone-details 子表表头样式 + 操作列显示""-""修复"
"ql-20260623-020-d2a1","2026-06-23 15:56:53","已完成","milestone-details 子表 dashed 双框视觉切割感修复"
"ql-20260623-021-a7e3","2026-06-23 16:12:00","已完成","milestone-details 子表表头/末行被切割样式修复"
"ql-20260623-022-b3c9","2026-06-23 16:50:00","已完成","milestone-details 明细子表标题显示模块名称而非 UUID"
"ql-20260623-023-c4d1","2026-06-23 17:05:00","已完成","milestone-details 页头 subtitle 去掉计划/项目 UUID 改显项目名"
"ql-20260623-024-d5e8","2026-06-23 17:15:00","已完成","work-hour-statistics 整页对齐 project-plans 风格"
"ql-20260623-025-e6f9","2026-06-23 17:25:00","已完成","ppm 所有列表页默认查 20 条"
"ql-20260623-026-f1a2","2026-06-23 17:42:00","已完成","核实 projects/customers/project-stakeholders 默认 pageSize(已 20,无需改)"
"ql-20260624-001-a3b7","2026-06-24 09:05:00","已完成","修复 PpmResourceTable 默认 pageSize 10→20(projects/customers/project-stakeholders 实际查 10 条)"
"ql-20260624-002-f2a3","2026-06-24 11:40:00","已完成","kanban 查询条件+页面边距对齐 project-plans"
"ql-20260624-003-e5c4","2026-06-24 12:00:00","已完成","kanban 按中国节假日/调休标注休息(自维护2026数据)"
"ql-20260624-004-d7b1","2026-06-24 13:30:00","已完成","kanban 日期列宽 450→200"
"ql-20260624-005-8e2f","2026-06-24 13:45:00","已完成","修复编辑任务 DatePicker isValid 报错(endTime Date→dayjs)"
"ql-20260624-006-a1c3","2026-06-24 14:00:00","已完成","修复项目工时分布柱图类目与柱子重叠"
"ql-20260624-007-b2d4","2026-06-24 14:10:00","已完成","修复项目工时饼图图例(类目)与扇形重叠"
"ql-20260624-008-c3e5","2026-06-24 14:25:00","已完成","饼图图例放下方 + 行头工时/任务改显范围内"
"ql-20260624-009-d4a6","2026-06-24 14:35:00","已完成","行头饱和度进度条改显范围内"
"ql-20260624-010-e7a1","2026-06-24 16:52:00","进行中","修复项目计划编辑/新建项目经理下拉「无数据」(role_name 多角色逗号拼接)"
"ql-20260624-011-b8f2","2026-06-24 19:34:11","已完成","项目计划新增/编辑选中项目后带出公司名+项目经理唯一时自动带入"
"ql-20260625-001-7a3c","2026-06-25 14:05:00","已完成","参考 ppm/project-plans 样式调整 admin/users 页面（布局+查询条件+列表）"
"ql-20260625-002-7a3c","2026-06-25 14:20:00","已完成","修正 admin/users 对齐偏差（顶部按钮行 + Field 表单 + 列表高度）"
"ql-20260625-003-9e2f","2026-06-25 14:50:49","已完成","admin/users 搜索改纯受控（输入不查询，点搜索/回车才查）"
"ql-20260625-004-b51a","2026-06-25 15:10:00","已完成","admin/users 搜索按钮强制查询（条件不变也刷新）"
"ql-20260625-005-c4d8","2026-06-25 15:25:00","已完成","admin/roles 按用户页最终模式调整（布局+查询+列表+搜索行为）"
"ql-20260625-006-3d7e","2026-06-25 19:55:00","已完成","admin/users 左侧组织树加宽 + 节点文字截断修复"
"ql-20260625-007-2c5f","2026-06-25 20:18:00","已完成","admin/users 组织树纵向滚动条 + 展开/收起交互"
"ql-20260626-002-7d2a","2026-06-26 10:06:57","已完成","scan-docs 文档树增加最大高度+内部滚动"
"ql-20260626-003-e8a1","2026-06-26 10:32:05","已完成","修复 agent run logs 500（agent_run_logs.dedup_key schema 漂移）"
"ql-20260630-001-a1b2","2026-06-30 09:38:40","已完成（3 commit 本地，push 待 GitHub 网络 port 443 连不上）","runtimes allowed_roots 沙箱（完整变更 + 3 修复 + 部署）"
"ql-20260701-001-7a1c","2026-07-01 09:10:18","已完成","spec-workspace import 错误码语义透传（daemon 离线不再误报 502）"
"ql-20260701-002-b3e4","2026-07-01 09:43:51","已完成","spec-workspace import 卡死 500（daemon get_spec_bundle 打包 2G .runtime/worktrees）"
"ql-20260701-003-c2d5","2026-07-01 10:11:43","已完成","spec-workspace import 数据已导入但 frontend proxy ECONNRESET 500（daemon 打包 changes 12M 慢）"
"ql-20260701-004-9e2a","2026-07-01 14:24:58","已完成","变更中心页去掉 workspace tab + 查询区按 admin/roles 调整"
"ql-20260701-005-a1b2","2026-07-01 15:08:00","已完成","变更中心 DataTable 改后端分页查询"
"ql-20260702-001-d4e5","2026-07-02 08:47:15","已完成","变更中心【阶段】筛选没生效（改后端分页时漏了）"
"ql-20260702-002-e6f7","2026-07-02 09:09:05","已完成","导入的 change current_stage 全空（reparse 不推断 stage）"
"ql-20260702-003-a3b4","2026-07-02 09:15:00","已完成","阶段推断 propose 改 brainstorm"
"ql-20260702-004-b5c6","2026-07-02 09:22:00","已完成","解析警告改中文"
"ql-20260702-005-c7d8","2026-07-02 09:30:00","已完成","/runtimes 「可访问目录」改「可写目录」"
"ql-20260702-006-e8f9","2026-07-02 10:11:00","已完成","安全修复：Bash 间接写绕过 write-guard"
"ql-20260702-007-f1a8","2026-07-02 10:52:54","已完成","修复 allowed_roots 配盘符根（D:\）后 write-guard 仍 deny"
"ql-20260702-008-c2e4","2026-07-02 11:37:24","已完成","daemon allowed_roots 不同步 D:/（启动管道 SIGPIPE 损坏心跳）"
"ql-20260702-009-a1b3","2026-07-02 14:15:17","已完成","write-guard Bash git bash 路径绕过（pathResolve 不认 /e/ 盘符映射）"
"ql-20260703-001-7e3a","2026-07-03 14:15:00","已完成","session-manager Bash tool 跨 shell 提取遗漏（PowerShell Set-Content 绕过 PolicyEngine）"
"ql-20260703-002-c2d4","2026-07-03 14:57:00","已完成","runtimeIdProvider 用 config.runtime_id（非注册 runtime）致 PolicyCache 永久 miss，配 allowed_roots 后 interactive session 仍 deny"
"ql-20260703-003-f9d7","2026-07-03 15:30:00","已完成","审计页强制 wid 致「未提供 workspace 来源」——后端加免 wid 路由 + 前端适配"
"ql-20260703-004-1a2b","2026-07-03 16:10:00","已完成","frontend 镜像未 rebuild 致审计页仍显旧 wid 提示（ql-003 修复未部署）"
"ql-20260703-005-3f4c","2026-07-03 16:40:00","已完成","审计日志空——AuditSink sender body 缺 runtime_id/claim_token 致 POST 422 落盘 audit-failed.jsonl"
"ql-20260706-001-7b2e","2026-07-06 08:41:50","已完成","策略审计页决策列(ALLOW/DENY)回显中文「放行/拒绝」+ 原因列多行换行"
"ql-20260706-002-c5d8","2026-07-06 09:32:37","已完成","backend alembic multiple heads（20260705_tool_kind + dceb0c45ab3e 未 merge）致部署 crash loop"
"ql-20260706-003-8a3f","2026-07-06 10:27:15","进行中","runtimes 页可写目录（allowed_roots）配置后不回显（_runtime_read 漏填 instance.allowed_roots）"
"ql-20260706-004-9d2e","2026-07-06 13:20:00","已完成","GET /runtimes/page 500（disabled runtime allowed_roots=None 致 DaemonRuntimeRead 校验失败）"
"ql-20260706-005-b1e3","2026-07-06 14:08:19","进行中","heartbeat 端点 ImportError: col（误从 sqlalchemy 导入，应为 sqlmodel）致 daemon 拿不到 per-runtime allowed_roots，CC 配的可写目录全 deny"
"ql-20260707-001-a3f2","2026-07-07 09:17:32","进行中","runtimes 可写目录输入框改系统原生文件夹选择对话框（daemon PowerShell FolderBrowserDialog）"
"ql-20260707-002-b7e1","2026-07-07 09:29:42","已完成","browse-folder 端点 504（WS RPC 默认 10s 超时，用户选文件夹超时）"
"ql-20260707-003-c4d2","2026-07-07 09:53:53","已完成","浏览文件夹时默认定位到输入框已有目录（initial_path → SelectedPath）"
"ql-20260707-004-d5e8","2026-07-07 11:18:53","已完成","workspace 项目组件页去掉头部【概览/组件/变更/成员】tab 行"
"ql-20260708-001-b7e4","2026-07-08 13:35:00","进行中","runtime 卡 sparkline 补全 7d/30d 完整序列（降采样日桶 + 缺失天补 0）"
"ql-20260708-002-9f3a","2026-07-08 16:36:00","进行中","browse-folder 点浏览不弹窗（FolderBrowserDialog 卡死）→ 改 Shell.BrowseForFolder"
"ql-20260709-001-7e3a","2026-07-09 16:35:00","已完成","RemoteFolderPicker 打开定位当前输入框路径 + 修目录树双滚动条"
"ql-20260709-002-b5c8","2026-07-09 16:55:00","已完成","RemoteFolderPicker 弹窗最大高度占页面 70%（Tree height 动态响应 70vh）"
"ql-20260710-002-56f0","2026-07-10 10:03:37","已完成","回退 ql-20260710-001-202d（runtimes 页 daemon 安装命令端口推导修复，用户要求撤销）"
"ql-20260710-003-34ec","2026-07-10 10:42:17","已完成","daemon install.sh 检测不到非 C 盘 node（cmd.exe /c 被 MSYS 路径转换破坏 + 盘符转换只处理 C:）"
"ql-20260713-001-9f3e","2026-07-13 14:54:04","已完成","ql-20260710-003 修复未部署——服务端 install.sh 仍是 420 行旧版（缺 1d），rebuild backend Docker 让修复版上线 + 端到端验证 node 检测"
"ql-20260713-002-4c8a","2026-07-13 15:38:22","已完成","前端 3000 访问 /daemon/install.sh 404——端口推导硬编码 :3001→:8001 不匹配实际部署 + 前端 rewrite 未代理 /daemon/*"
"ql-20260713-003-b3d7","2026-07-13 16:37:50","已完成","WSL 下 install.sh 1c/1d 盘符转换 bug——Windows 路径只转 /e/（Git Bash 风格），WSL（/mnt/e/）下 -f 失败 → CMD→bash(WSL) 跑报""未检测到 node"""
"ql-20260713-004-7e2a","2026-07-13 20:44:51","已完成","WSL 下 install.sh INSTALL_DIR 用 WSL $USER(=root) 拼 /mnt/c/Users/root/ 不存在 → mkdir Permission denied；改用 cmd.exe %USERPROFILE% 拿真实 Windows 用户目录"
"ql-20260713-005-c4a1","2026-07-13 21:10:57","已完成","里程碑明细新建报 plan_workload string_type + 计划开始/完成时间选择不回显"
"ql-20260713-006-2f8b","2026-07-13 21:37:55","已完成","里程碑明细新建 Drawer 加「提交」按钮（创建+提交审核）+ 提交/保存成功刷新明细列表"
"ql-20260713-007-a93e","2026-07-13 22:07:23","已完成","修 ql-006 遗留：edit 模式 footer「提交审核」(PlanDetailActions) 与「提交」(submit(true)) 重复 + 「提交审核」走 handleSubmit 不刷新列表"
"ql-20260713-008-3d7c","2026-07-13 22:30:14","已完成","新建明细空表单能提交（缺必填校验）+ 审核人回显上次编辑明细的 UUID（onAddDetail 没清 detail 残留）"
"ql-20260713-009-6e1a","2026-07-13 22:54:09","已完成","全局关闭里程碑明细审批流程——去审核/审批人字段 + PlanDetailActions（列表行+footer）+ 提交审核按钮 + submit autoSubmit"
"ql-20260713-010-5b2d","2026-07-13 23:18:11","已完成","里程碑明细新建恢复「提交」按钮——提交=创建为正式(done，不走审核)，保存=草稿(draft)"
"ql-20260714-001-8c02","2026-07-14 09:08:08","已完成","里程碑明细导出按钮 422——plan 子域 export-excel 路由被 {item_id} 拦截"
"ql-20260714-002-1036","2026-07-14 09:44:58","已完成","导出文件名统一「中文+日期时间」——plan_node_details 与 /ppm/projects 共用 timestamped_filename"
"ql-20260714-003-f53e","2026-07-14 10:19:34","已完成","新建里程碑明细必填校验补全（仅要求/附件/所属模块可空）+ 所属模块仅实施阶段显示"
"ql-20260714-004-e884","2026-07-14 10:51:26","已完成","明细所有状态可删（去 draft 限制）+ 所属模块（实施阶段）改必填"
"ql-20260714-005-34d7","2026-07-14 11:13:05","已完成","修 ql-004 遗漏：删除按钮显示了但点击没反应（handleDelete 内残留 status!==draft 守卫）"
"ql-20260714-006-a98a","2026-07-14 11:31:29","已完成","工作日联动跳过节假日/调修 + 计算口径改为「开始日算第1天」+ 计划工作量输入框宽度 100%"
"ql-20260714-007-b2e7","2026-07-14 15:51:09","已完成","修「新建里程碑」选计划开始/完成时间崩溃——DatePicker 受控写法与 Form.Item 冲突，对齐明细表单 getValueProps+normalize"
"ql-20260714-008-be21","2026-07-14 16:44:56","已完成","milestone-details 明细子表 DataTable overflow-hidden 截断表头/尾部 → 加 overflow-visible 覆盖"
"ql-20260714-009-c3d1","2026-07-14 17:15:00","已完成","修 /ppm/projects 项目类型/状态列显示原始 code「1 2」——前端枚举 value 用语义串(research/ongoing)与 DB code(1/2)不匹配"
"ql-20260714-010-a4f2","2026-07-14 23:25:00","已完成","PpmResourceDrawer 抽屉表单原生控件统一改 antd(Form/Form.Item/Input/Select/DatePicker/InputNumber/Input.TextArea)"
"ql-20260715-001-7d2e","2026-07-15 09:07:29","已完成","/ppm/project-members 平铺表格补「所属项目」列——后端 ProjectMemberResp 只回 pm_project_id(UUID) 无项目名，前端用 listSimpleProjects 建 id→name 映射展示"
"ql-20260715-002-9c5b","2026-07-15 10:01:28","已完成","/admin/users 新建用户去掉密码输入框，改后端固定默认密码 SillyHub@123"
"ql-20260715-003-e1f4","2026-07-15 13:05:00","已完成","里程碑明细列表隐藏「审核人」「审批人」两列"
"ql-20260715-005-8f3a","2026-07-15 13:06:51","已完成","/ppm/project-members 样式同步 /ppm/projects——GroupTable 加 SectionCard 卡片包裹 + 按钮行 D-006(新增│分隔│搜索/重置一行) + 搜索区 grid-cols-4 + striped 斑马纹表"
"ql-20260715-006-3e8c","2026-07-15 13:19:13","已完成","登录失败报错改中文（Invalid email or password → 用户名或密码错误）"
"ql-20260715-006-2c4d","2026-07-15 13:33:28","已完成","GroupTable 搜索区超 4 条件加展开收起（对齐 projects PpmResourceTable showExpandToggle）"
"ql-20260715-007-3a5e","2026-07-15 13:46:44","已完成","GroupTable 一级表 scroll 加 y 自适应高度（对齐 projects PpmResourceTable DataTable calc(100vh-430px)）"
"ql-20260715-008-66c5","2026-07-15 13:53:21","已完成","/admin/users 重置密码默认改用默认密码 SillyHub@123（非随机）+ 重置成功后关闭弹窗"
"ql-20260715-009-5a20","2026-07-15 14:18:13","已完成","email=NULL 用户登录 500 修复（TokenPayload.email 强制 str→可选，兼容 username-only 账号）"
"ql-20260715-010-bb2c","2026-07-15 16:24:20","已完成","/ppm/project-members 编辑成员姓名显示 id 修复（list_users 加 ids 批量查 + PpmUserSelect 已选值回填查真实姓名）"
"ql-20260715-011-b118","2026-07-15 16:36:21","已完成","/ppm/project-members 一级表""更新时间""列格式化（ISO slice → fmtDateTime 本地时区）"
"ql-20260715-012-5110","2026-07-15 16:51:48","已完成","/ppm/projects 成员管理改为跳转 /ppm/project-members（带 project_name 查询 + 自动展开子表）"
"ql-20260715-013-9bc5","2026-07-15 17:02:21","已完成","项目成员子表改服务端分页（pageSize/page 变更走接口，不再一次全量+本地 slice）"
"ql-20260715-014-7e3a","2026-07-15 21:14:46","已完成","导入模块多责任人拆分多条（每人一条明细+任务）"
"ql-20260715-015-3c8d","2026-07-15 21:40:00","已完成","任务计划列表删除：超级管理员也可删除"
"ql-20260715-010-a3b7","2026-07-15 17:19:04","已完成","PPM 工作台：默认首页改 /ppm/workbench + 快捷入口加「任务计划」按钮 + 我的待办纳入「问题变更审批」"
"ql-20260715-016-5f2a","2026-07-15 22:25:00","已完成","任务计划列表增加批量删除功能"
"ql-20260715-014-c1d2","2026-07-15 21:56:06","已完成","PPM 工作台待办「缺陷」口径修正：去 duty 限制改为仅看当前处理人（审批人非责任人也能看到）+ 造测试数据验证三类齐全"
"ql-20260715-015-7e9a","2026-07-15 22:41:53","已完成","PPM 工作台日历加月份切换（‹ YYYY年M月 ›）"
